episode,phase,evader_baseline,n_pursuers,n_evaders,winner,evader_win,turns,flag_transfers,total_reward,epsilon
78,train,1,4,4,Pursuers,0,6,0,58.257,0.1
79,train,1,4,4,Pursuers,0,6,0,56.357,0.1
80,train,1,4,4,Pursuers,0,7,0,54.357,0.1
81,train,1,4,4,Pursuers,0,6,0,58.257,0.1
82,train,1,4,4,Pursuers,0,6,0,56.657,0.1
83,train,1,4,4,Pursuers,0,6,0,58.457,0.1
84,train,1,4,4,Pursuers,0,6,0,57.657,0.1
85,train,1,4,4,Pursuers,0,6,0,57.257,0.1
86,train,1,4,4,Pursuers,0,6,0,57.657,0.1
87,train,1,4,4,Pursuers,0,13,1,34.586,0.1
88,train,1,4,4,Pursuers,0,6,0,57.657,0.1
89,train,1,4,4,Pursuers,0,6,0,58.257,0.1
90,train,1,4,4,Pursuers,0,6,0,57.657,0.1
91,train,1,4,4,Pursuers,0,6,0,57.657,0.1
92,train,1,4,4,Pursuers,0,6,0,57.657,0.1
93,train,1,4,4,Pursuers,0,6,0,58.257,0.1
94,train,1,4,4,Pursuers,0,6,0,58.257,0.1
95,train,1,4,4,Pursuers,0,6,0,57.657,0.1
96,train,1,4,4,Pursuers,0,6,0,58.457,0.1
97,train,1,4,4,Pursuers,0,6,0,58.257,0.1
98,train,1,4,4,Pursuers,0,6,0,58.457,0.1
99,train,1,4,4,Pursuers,0,6,0,57.657,0.1
100,train,1,4,4,Pursuers,0,6,0,57.657,0.1
101,train,1,4,4,Pursuers,0,6,0,56.657,0.1
102,train,1,4,4,Pursuers,0,6,0,58.457,0.1
103,train,1,4,4,Pursuers,0,13,1,34.586,0.1
104,train,1,4,4,Pursuers,0,6,0,57.657,0.1
105,train,1,4,4,Pursuers,0,6,0,57.657,0.1
106,train,1,4,4,Pursuers,0,13,1,36.986,0.1
107,train,1,4,4,Pursuers,0,6,0,58.257,0.1
108,train,1,4,4,Pursuers,0,6,0,57.657,0.1
109,train,1,4,4,Pursuers,0,6,0,58.457,0.1
110,train,1,4,4,Pursuers,0,6,0,57.657,0.1
111,train,1,4,4,Pursuers,0,6,0,58.457,0.1
112,train,1,4,4,Pursuers,0,6,0,58.257,0.1
113,train,1,4,4,Pursuers,0,6,0,57.657,0.1
114,train,1,4,4,Pursuers,0,6,0,57.857,0.1
115,train,1,4,4,Pursuers,0,6,0,58.257,0.1
116,train,1,4,4,Pursuers,0,6,0,57.657,0.1
117,train,1,4,4,Pursuers,0,6,0,58.457,0.1
118,train,1,4,4,Pursuers,0,6,0,57.657,0.1
119,train,1,4,4,Pursuers,0,6,0,57.657,0.1
120,train,1,4,4,Pursuers,0,6,0,57.657,0.1
121,train,1,4,4,Pursuers,0,6,0,57.857,0.1
122,train,1,4,4,Pursuers,0,6,0,56.657,0.1
123,train,1,4,4,Pursuers,0,6,0,57.657,0.1
124,train,1,4,4,Pursuers,0,6,0,58.457,0.1
125,train,1,4,4,Pursuers,0,6,0,56.857,0.1
126,train,1,4,4,Pursuers,0,6,0,57.657,0.1
127,train,1,4,4,Pursuers,0,6,0,57.857,0.1
128,train,1,4,4,Pursuers,0,6,0,56.957,0.1
129,train,1,4,4,Pursuers,0,6,0,57.657,0.1
130,train,1,4,4,Pursuers,0,6,0,57.657,0.1
131,train,1,4,4,Pursuers,0,6,0,57.657,0.1
132,train,1,4,4,Pursuers,0,6,0,60.257,0.1
133,train,1,4,4,Pursuers,0,6,0,57.257,0.1
134,train,1,4,4,Pursuers,0,6,0,57.657,0.1
135,train,1,4,4,Pursuers,0,6,0,57.657,0.1
136,train,1,4,4,Pursuers,0,6,0,57.657,0.1
137,train,1,4,4,Pursuers,0,6,0,57.657,0.1
138,train,1,4,4,Pursuers,0,6,0,57.657,0.1
139,train,1,4,4,Pursuers,0,6,0,57.657,0.1
140,train,1,4,4,Pursuers,0,6,0,58.257,0.1
141,train,1,4,4,Pursuers,0,6,0,57.657,0.1
142,train,1,4,4,Pursuers,0,6,0,57.657,0.1
143,train,1,4,4,Pursuers,0,6,0,57.657,0.1
144,train,1,4,4,Pursuers,0,6,0,58.257,0.1
145,train,1,4,4,Pursuers,0,6,0,58.257,0.1
146,train,1,4,4,Pursuers,0,6,0,58.257,0.1
147,train,1,4,4,Pursuers,0,6,0,59.057,0.1
148,train,1,4,4,Pursuers,0,6,0,58.257,0.1
149,train,1,4,4,Pursuers,0,6,0,56.857,0.1
150,train,1,4,4,Pursuers,0,12,1,46.457,0.1
151,train,1,4,4,Pursuers,0,27,2,14.324,0.1
152,train,1,4,4,Pursuers,0,6,0,57.657,0.1
153,train,1,4,4,Pursuers,0,6,0,57.657,0.1
154,train,1,4,4,Pursuers,0,6,0,58.457,0.1
155,train,1,4,4,Pursuers,0,6,0,57.657,0.1
156,train,1,4,4,Pursuers,0,6,0,57.657,0.1
157,train,1,4,4,Pursuers,0,6,0,59.057,0.1
158,train,1,4,4,Pursuers,0,6,0,58.257,0.1
159,train,1,4,4,Pursuers,0,6,0,57.657,0.1
160,train,1,4,4,Pursuers,0,6,0,57.657,0.1
161,train,1,4,4,Pursuers,0,6,0,55.457,0.1
162,train,1,4,4,Pursuers,0,6,0,57.657,0.1
163,train,1,4,4,Pursuers,0,6,0,57.657,0.1
164,train,1,4,4,Pursuers,0,12,1,47.057,0.1
165,train,1,4,4,Pursuers,0,6,0,55.457,0.1
166,train,1,4,4,Pursuers,0,6,0,57.857,0.1
167,train,1,4,4,Pursuers,0,7,0,54.357,0.1
168,train,1,4,4,Pursuers,0,6,0,57.657,0.1
169,train,1,4,4,Pursuers,0,6,0,58.257,0.1
170,train,1,4,4,Pursuers,0,6,0,56.357,0.1
171,train,1,4,4,Pursuers,0,6,0,57.657,0.1
172,train,1,4,4,Pursuers,0,6,0,57.657,0.1
173,train,1,4,4,Pursuers,0,6,0,55.757,0.1
174,train,1,4,4,Pursuers,0,6,0,58.457,0.1
175,train,1,4,4,Pursuers,0,13,1,39.49,0.1
176,train,1,4,4,Pursuers,0,6,0,57.657,0.1
177,train,1,4,4,Pursuers,0,6,0,57.657,0.1
178,train,1,4,4,Pursuers,0,6,0,54.857,0.1
179,train,1,4,4,Pursuers,0,6,0,57.657,0.1
180,train,1,4,4,Pursuers,0,6,0,56.957,0.1
181,train,1,4,4,Pursuers,0,6,0,57.657,0.1
182,train,1,4,4,Pursuers,0,6,0,58.257,0.1
183,train,1,4,4,Pursuers,0,6,0,57.857,0.1
184,train,1,4,4,Pursuers,0,12,1,45.857,0.1
185,train,1,4,4,Pursuers,0,6,0,58.257,0.1
186,train,1,4,4,Pursuers,0,6,0,58.257,0.1
187,train,1,4,4,Pursuers,0,6,0,58.257,0.1
188,train,1,4,4,Pursuers,0,6,0,58.257,0.1
189,train,1,4,4,Pursuers,0,6,0,57.657,0.1
190,train,1,4,4,Pursuers,0,6,0,58.457,0.1
191,train,1,4,4,Pursuers,0,6,0,58.257,0.1
192,train,1,4,4,Pursuers,0,6,0,57.657,0.1
193,train,1,4,4,Pursuers,0,6,0,59.057,0.1
194,train,1,4,4,Pursuers,0,6,0,57.657,0.1
195,train,1,4,4,Pursuers,0,6,0,57.657,0.1
196,train,1,4,4,Pursuers,0,6,0,57.657,0.1
197,train,1,4,4,Pursuers,0,6,0,56.657,0.1
198,train,1,4,4,Pursuers,0,6,0,56.657,0.1
199,train,1,4,4,Pursuers,0,6,0,58.457,0.1
0,eval,1,4,4,Pursuers,0,6,0,,0.0
1,eval,1,4,4,Pursuers,0,6,0,,0.0
2,eval,1,4,4,Pursuers,0,6,0,,0.0
3,eval,1,4,4,Pursuers,0,6,0,,0.0
4,eval,1,4,4,Pursuers,0,6,0,,0.0
5,eval,1,4,4,Pursuers,0,6,0,,0.0
6,eval,1,4,4,Pursuers,0,6,0,,0.0
7,eval,1,4,4,Pursuers,0,6,0,,0.0
8,eval,1,4,4,Pursuers,0,6,0,,0.0
9,eval,1,4,4,Pursuers,0,6,0,,0.0
10,eval,1,4,4,Pursuers,0,6,0,,0.0
11,eval,1,4,4,Pursuers,0,6,0,,0.0
12,eval,1,4,4,Pursuers,0,6,0,,0.0
13,eval,1,4,4,Pursuers,0,6,0,,0.0
14,eval,1,4,4,Pursuers,0,6,0,,0.0
15,eval,1,4,4,Pursuers,0,6,0,,0.0
16,eval,1,4,4,Pursuers,0,6,0,,0.0
17,eval,1,4,4,Pursuers,0,6,0,,0.0
18,eval,1,4,4,Pursuers,0,6,0,,0.0
19,eval,1,4,4,Pursuers,0,6,0,,0.0
0,train,1,4,6,Pursuers,0,55,9,-113.633,0.1
1,train,1,4,6,Pursuers,0,12,1,36.992,0.1
2,train,1,4,6,Pursuers,0,6,0,55.381,0.1
3,train,1,4,6,Pursuers,0,6,0,55.981,0.1
4,train,1,4,6,Pursuers,0,6,0,55.981,0.1
5,train,1,4,6,Pursuers,0,6,0,54.108,0.1
6,train,1,4,6,Pursuers,0,6,0,55.381,0.1
7,train,1,4,6,Pursuers,0,6,0,55.981,0.1
8,train,1,4,6,Pursuers,0,6,0,55.381,0.1
9,train,1,4,6,Pursuers,0,6,0,55.381,0.1
10,train,1,4,6,Pursuers,0,6,0,55.381,0.1
11,train,1,4,6,Pursuers,0,6,0,55.581,0.1
12,train,1,4,6,Pursuers,0,6,0,54.708,0.1
13,train,1,4,6,Pursuers,0,6,0,55.381,0.1
14,train,1,4,6,Pursuers,0,6,0,52.181,0.1
15,train,1,4,6,Pursuers,0,6,0,55.381,0.1
16,train,1,4,6,Pursuers,0,6,0,56.781,0.1
17,train,1,4,6,Pursuers,0,6,0,54.781,0.1
18,train,1,4,6,Pursuers,0,6,0,54.981,0.1
19,train,1,4,6,Pursuers,0,6,0,55.381,0.1
20,train,1,4,6,Pursuers,0,6,0,55.981,0.1
21,train,1,4,6,Pursuers,0,6,0,55.381,0.1
22,train,1,4,6,Pursuers,0,6,0,55.381,0.1
23,train,1,4,6,Pursuers,0,6,0,55.381,0.1
24,train,1,4,6,Pursuers,0,6,0,55.381,0.1
25,train,1,4,6,Pursuers,0,6,0,55.381,0.1
26,train,1,4,6,Pursuers,0,6,0,55.381,0.1
27,train,1,4,6,Pursuers,0,6,0,55.981,0.1
28,train,1,4,6,Pursuers,0,6,0,55.581,0.1
29,train,1,4,6,Pursuers,0,7,0,48.381,0.1
30,train,1,4,6,Pursuers,0,6,0,55.381,0.1
31,train,1,4,6,Pursuers,0,14,1,26.337,0.1
32,train,1,4,6,Pursuers,0,6,0,54.181,0.1
33,train,1,4,6,Pursuers,0,6,0,55.381,0.1
34,train,1,4,6,Pursuers,0,6,0,55.381,0.1
35,train,1,4,6,Pursuers,0,6,0,55.381,0.1
36,train,1,4,6,Pursuers,0,7,0,46.781,0.1
37,train,1,4,6,Pursuers,0,6,0,55.381,0.1
38,train,1,4,6,Pursuers,0,6,0,55.381,0.1
39,train,1,4,6,Pursuers,0,6,0,54.981,0.1
40,train,1,4,6,Pursuers,0,6,0,55.381,0.1
41,train,1,4,6,Pursuers,0,6,0,55.381,0.1
42,train,1,4,6,Pursuers,0,6,0,55.381,0.1
43,train,1,4,6,Pursuers,0,6,0,55.381,0.1
44,train,1,4,6,Pursuers,0,6,0,55.381,0.1
45,train,1,4,6,Pursuers,0,6,0,55.981,0.1
46,train,1,4,6,Pursuers,0,6,0,55.381,0.1
47,train,1,4,6,Pursuers,0,6,0,55.381,0.1
48,train,1,4,6,Pursuers,0,6,0,55.381,0.1
49,train,1,4,6,Pursuers,0,6,0,56.181,0.1
50,train,1,4,6,Pursuers,0,6,0,55.381,0.1
51,train,1,4,6,Pursuers,0,6,0,55.981,0.1
52,train,1,4,6,Pursuers,0,6,0,56.181,0.1
53,train,1,4,6,Pursuers,0,6,0,55.381,0.1
54,train,1,4,6,Pursuers,0,13,1,30.737,0.1
55,train,1,4,6,Pursuers,0,6,0,55.981,0.1
56,train,1,4,6,Pursuers,0,6,0,56.581,0.1
57,train,1,4,6,Pursuers,0,13,1,34.337,0.1
58,train,1,4,6,Pursuers,0,6,0,55.381,0.1
59,train,1,4,6,Pursuers,0,6,0,55.381,0.1
60,train,1,4,6,Pursuers,0,6,0,54.581,0.1
61,train,1,4,6,Pursuers,0,6,0,55.381,0.1
62,train,1,4,6,Pursuers,0,6,0,55.381,0.1
63,train,1,4,6,Pursuers,0,6,0,55.981,0.1
64,train,1,4,6,Pursuers,0,6,0,55.981,0.1
65,train,1,4,6,Pursuers,0,6,0,55.581,0.1
66,train,1,4,6,Pursuers,0,6,0,55.381,0.1
67,train,1,4,6,Pursuers,0,6,0,55.981,0.1
68,train,1,4,6,Pursuers,0,6,0,55.381,0.1
69,train,1,4,6,Pursuers,0,6,0,55.981,0.1
70,train,1,4,6,Pursuers,0,6,0,55.981,0.1
71,train,1,4,6,Pursuers,0,6,0,55.381,0.1
72,train,1,4,6,Pursuers,0,6,0,55.381,0.1
73,train,1,4,6,Pursuers,0,6,0,55.381,0.1
74,train,1,4,6,Pursuers,0,6,0,58.381,0.1
75,train,1,4,6,Pursuers,0,6,0,55.981,0.1
76,train,1,4,6,Pursuers,0,6,0,55.981,0.1
77,train,1,4,6,Pursuers,0,6,0,55.381,0.1
78,train,1,4,6,Pursuers,0,6,0,55.381,0.1
79,train,1,4,6,Pursuers,0,6,0,55.381,0.1
80,train,1,4,6,Pursuers,0,6,0,55.981,0.1
81,train,1,4,6,Pursuers,0,6,0,55.981,0.1
82,train,1,4,6,Pursuers,0,6,0,54.581,0.1
83,train,1,4,6,Pursuers,0,6,0,55.381,0.1
84,train,1,4,6,Pursuers,0,6,0,57.981,0.1
85,train,1,4,6,Pursuers,0,6,0,55.981,0.1
86,train,1,4,6,Pursuers,0,13,1,34.337,0.1
87,train,1,4,6,Pursuers,0,6,0,55.981,0.1
88,train,1,4,6,Pursuers,0,6,0,55.981,0.1
89,train,1,4,6,Pursuers,0,6,0,55.381,0.1
90,train,1,4,6,Pursuers,0,6,0,54.981,0.1
91,train,1,4,6,Pursuers,0,6,0,55.981,0.1
92,train,1,4,6,Pursuers,0,6,0,55.381,0.1
93,train,1,4,6,Pursuers,0,6,0,55.381,0.1
94,train,1,4,6,Pursuers,0,6,0,55.981,0.1
95,train,1,4,6,Pursuers,0,6,0,55.981,0.1
96,train,1,4,6,Pursuers,0,6,0,55.381,0.1
97,train,1,4,6,Pursuers,0,6,0,55.981,0.1
98,train,1,4,6,Pursuers,0,6,0,55.981,0.1
99,train,1,4,6,Pursuers,0,6,0,55.381,0.1
100,train,1,4,6,Pursuers,0,6,0,55.381,0.1
101,train,1,4,6,Pursuers,0,6,0,56.381,0.1
102,train,1,4,6,Pursuers,0,6,0,55.381,0.1
103,train,1,4,6,Pursuers,0,6,0,54.108,0.1
104,train,1,4,6,Pursuers,0,6,0,55.981,0.1
105,train,1,4,6,Pursuers,0,6,0,55.381,0.1
106,train,1,4,6,Pursuers,0,6,0,55.381,0.1
107,train,1,4,6,Pursuers,0,6,0,55.981,0.1
108,train,1,4,6,Pursuers,0,6,0,55.981,0.1
109,train,1,4,6,Pursuers,0,6,0,55.981,0.1
110,train,1,4,6,Pursuers,0,6,0,55.381,0.1
111,train,1,4,6,Pursuers,0,6,0,55.381,0.1
112,train,1,4,6,Pursuers,0,6,0,55.981,0.1
113,train,1,4,6,Pursuers,0,6,0,55.381,0.1
114,train,1,4,6,Pursuers,0,6,0,54.981,0.1
115,train,1,4,6,Pursuers,0,6,0,55.381,0.1
116,train,1,4,6,Pursuers,0,6,0,54.381,0.1
117,train,1,4,6,Pursuers,0,6,0,54.781,0.1
118,train,1,4,6,Pursuers,0,6,0,56.181,0.1
119,train,1,4,6,Pursuers,0,6,0,55.381,0.1
120,train,1,4,6,Pursuers,0,6,0,55.381,0.1
121,train,1,4,6,Pursuers,0,6,0,54.708,0.1
122,train,1,4,6,Pursuers,0,6,0,55.981,0.1
123,train,1,4,6,Pursuers,0,6,0,55.981,0.1
124,train,1,4,6,Pursuers,0,6,0,55.381,0.1
125,train,1,4,6,Pursuers,0,6,0,56.181,0.1
126,train,1,4,6,Pursuers,0,6,0,55.381,0.1
127,train,1,4,6,Pursuers,0,6,0,55.981,0.1
128,train,1,4,6,Pursuers,0,6,0,56.781,0.1
129,train,1,4,6,Pursuers,0,6,0,57.381,0.1
130,train,1,4,6,Pursuers,0,6,0,55.581,0.1
131,train,1,4,6,Pursuers,0,6,0,55.381,0.1
132,train,1,4,6,Pursuers,0,6,0,55.381,0.1
133,train,1,4,6,Pursuers,0,6,0,55.981,0.1
134,train,1,4,6,Pursuers,0,6,0,55.381,0.1
135,train,1,4,6,Pursuers,0,6,0,55.981,0.1
136,train,1,4,6,Pursuers,0,6,0,57.381,0.1
137,train,1,4,6,Pursuers,0,6,0,55.381,0.1
138,train,1,4,6,Pursuers,0,6,0,55.381,0.1
139,train,1,4,6,Pursuers,0,6,0,55.981,0.1
140,train,1,4,6,Pursuers,0,6,0,55.381,0.1
141,train,1,4,6,Pursuers,0,6,0,53.181,0.1
142,train,1,4,6,Pursuers,0,6,0,55.981,0.1
143,train,1,4,6,Pursuers,0,6,0,53.781,0.1
144,train,1,4,6,Pursuers,0,6,0,56.181,0.1
145,train,1,4,6,Pursuers,0,6,0,55.981,0.1
146,train,1,4,6,Pursuers,0,6,0,55.981,0.1
147,train,1,4,6,Pursuers,0,6,0,55.981,0.1
148,train,1,4,6,Pursuers,0,6,0,54.981,0.1
149,train,1,4,6,Pursuers,0,6,0,55.381,0.1
150,train,1,4,6,Pursuers,0,6,0,55.981,0.1
151,train,1,4,6,Pursuers,0,6,0,55.381,0.1
152,train,1,4,6,Pursuers,0,6,0,55.981,0.1
153,train,1,4,6,Pursuers,0,6,0,55.381,0.1
154,train,1,4,6,Pursuers,0,7,0,47.981,0.1
155,train,1,4,6,Pursuers,0,6,0,55.381,0.1
156,train,1,4,6,Pursuers,0,6,0,55.581,0.1
157,train,1,4,6,Pursuers,0,6,0,55.381,0.1
158,train,1,4,6,Pursuers,0,6,0,55.381,0.1
159,train,1,4,6,Pursuers,0,6,0,55.981,0.1
160,train,1,4,6,Pursuers,0,6,0,55.381,0.1
161,train,1,4,6,Pursuers,0,6,0,54.381,0.1
162,train,1,4,6,Pursuers,0,6,0,55.381,0.1
163,train,1,4,6,Pursuers,0,6,0,56.181,0.1
164,train,1,4,6,Pursuers,0,6,0,54.108,0.1
165,train,1,4,6,Pursuers,0,6,0,54.981,0.1
166,train,1,4,6,Pursuers,0,6,0,55.981,0.1
167,train,1,4,6,Pursuers,0,6,0,55.381,0.1
168,train,1,4,6,Pursuers,0,6,0,55.981,0.1
169,train,1,4,6,Pursuers,0,6,0,55.581,0.1
170,train,1,4,6,Pursuers,0,6,0,55.981,0.1
171,train,1,4,6,Pursuers,0,6,0,56.181,0.1
172,train,1,4,6,Pursuers,0,6,0,55.981,0.1
173,train,1,4,6,Pursuers,0,6,0,55.381,0.1
174,train,1,4,6,Pursuers,0,6,0,56.781,0.1
175,train,1,4,6,Pursuers,0,6,0,54.981,0.1
176,train,1,4,6,Pursuers,0,6,0,55.381,0.1
177,train,1,4,6,Pursuers,0,6,0,55.381,0.1
178,train,1,4,6,Pursuers,0,13,1,34.337,0.1
179,train,1,4,6,Pursuers,0,6,0,56.181,0.1
180,train,1,4,6,Pursuers,0,6,0,55.381,0.1
181,train,1,4,6,Pursuers,0,6,0,55.381,0.1
182,train,1,4,6,Pursuers,0,6,0,55.381,0.1
183,train,1,4,6,Pursuers,0,6,0,54.581,0.1
184,train,1,4,6,Pursuers,0,6,0,56.181,0.1
185,train,1,4,6,Pursuers,0,6,0,53.181,0.1
186,train,1,4,6,Pursuers,0,6,0,55.381,0.1
187,train,1,4,6,Pursuers,0,6,0,55.381,0.1
188,train,1,4,6,Pursuers,0,13,1,34.337,0.1
189,train,1,4,6,Pursuers,0,6,0,55.981,0.1
190,train,1,4,6,Pursuers,0,6,0,55.381,0.1
191,train,1,4,6,Pursuers,0,6,0,55.381,0.1
192,train,1,4,6,Pursuers,0,6,0,55.381,0.1
193,train,1,4,6,Pursuers,0,6,0,55.381,0.1
194,train,1,4,6,Pursuers,0,6,0,55.381,0.1
195,train,1,4,6,Pursuers,0,6,0,56.181,0.1
196,train,1,4,6,Pursuers,0,6,0,55.381,0.1
197,train,1,4,6,Pursuers,0,13,1,32.937,0.1
198,train,1,4,6,Pursuers,0,6,0,56.181,0.1
199,train,1,4,6,Pursuers,0,6,0,55.981,0.1
0,eval,1,4,6,Pursuers,0,6,0,,0.0
1,eval,1,4,6,Pursuers,0,6,0,,0.0
2,eval,1,4,6,Pursuers,0,6,0,,0.0
3,eval,1,4,6,Pursuers,0,6,0,,0.0
4,eval,1,4,6,Pursuers,0,6,0,,0.0
5,eval,1,4,6,Pursuers,0,6,0,,0.0
6,eval,1,4,6,Pursuers,0,6,0,,0.0
7,eval,1,4,6,Pursuers,0,6,0,,0.0
8,eval,1,4,6,Pursuers,0,6,0,,0.0
9,eval,1,4,6,Pursuers,0,6,0,,0.0
10,eval,1,4,6,Pursuers,0,6,0,,0.0
11,eval,1,4,6,Pursuers,0,6,0,,0.0
12,eval,1,4,6,Pursuers,0,6,0,,0.0
13,eval,1,4,6,Pursuers,0,6,0,,0.0
14,eval,1,4,6,Pursuers,0,6,0,,0.0
15,eval,1,4,6,Pursuers,0,6,0,,0.0
16,eval,1,4,6,Pursuers,0,6,0,,0.0
17,eval,1,4,6,Pursuers,0,6,0,,0.0
18,eval,1,4,6,Pursuers,0,6,0,,0.0
19,eval,1,4,6,Pursuers,0,6,0,,0.0
0,train,1,4,8,Pursuers,0,146,30,-342.255,0.1
1,train,1,4,8,Pursuers,0,11,1,39.008,0.1
2,train,1,4,8,Pursuers,0,56,8,-97.439,0.1
3,train,1,4,8,Evaders,1,200,68,-533.162,0.1
4,train,1,4,8,Pursuers,0,147,49,-338.926,0.1
5,train,1,4,8,Pursuers,0,6,0,56.181,0.1
6,train,1,4,8,Pursuers,0,11,1,39.808,0.1
7,train,1,4,8,Pursuers,0,22,5,19.481,0.1
8,train,1,4,8,Pursuers,0,10,2,37.576,0.1
9,train,1,4,8,Pursuers,0,22,3,26.068,0.1
10,train,1,4,8,Pursuers,0,46,8,-65.866,0.1
11,train,1,4,8,Pursuers,0,6,0,51.581,0.1
12,train,1,4,8,Pursuers,0,52,9,-83.084,0.1
13,train,1,4,8,Pursuers,0,6,0,55.581,0.1
14,train,1,4,8,Pursuers,0,6,0,53.708,0.1
15,train,1,4,8,Pursuers,0,13,2,33.831,0.1
16,train,1,4,8,Pursuers,0,43,11,-33.281,0.1
17,train,1,4,8,Pursuers,0,18,2,27.284,0.1
18,train,1,4,8,Pursuers,0,70,18,-94.566,0.1
19,train,1,4,8,Pursuers,0,22,3,29.141,0.1
20,train,1,4,8,Pursuers,0,117,21,-290.024,0.1
21,train,1,4,8,Pursuers,0,102,17,-233.443,0.1
22,train,1,4,8,Pursuers,0,81,17,-157.843,0.1
23,train,1,4,8,Pursuers,0,32,5,-11.278,0.1
24,train,1,4,8,Pursuers,0,102,23,-264.383,0.1
